,idx1,score1,idx2,score2,idx3,score3,label_list,professionals_id
3232,65.0,0.32601294,85.0,0.20916428,29.0,0.085946389,"[65.0, 0.32601294, 85.0, 0.20916428, 29.0, 0.085946389]",77e06852bf8142c4a3c4ddf4776b9dd5
3233,73.0,0.31073907,21.0,0.25880021,37.0,0.16987312,"[73.0, 0.31073907, 21.0, 0.25880021, 37.0, 0.16987312]",86b7e30a58014f9786b852f9199c040d
3234,35.0,0.766969313,73.0,0.24053678,59.0,0.15212989,"[35.0, 0.766969313, 73.0, 0.24053678, 59.0, 0.15212989]",0d806ccc4626495e958750103af56a18
3235,50.0,0.56778306,67.0,0.51195824,39.0,0.49845624,"[50.0, 0.56778306, 67.0, 0.51195824, 39.0, 0.49845624]",eb6c6f066e8c48c0b7744396cfe006b8
3236,17.0,0.87624997,94.0,0.70622182,3.0,0.69234134,"[17.0, 0.87624997, 94.0, 0.70622182, 3.0, 0.69234134]",139ba2489ea44eb7af5fdbc63e19dcca
3237,90.0,1.15618148,58.0,0.65681679,83.0,0.63300777,"[90.0, 1.15618148, 58.0, 0.6568167899999999, 83.0, 0.63300777]",47972c78ca3e44a591de3f258069aed5
3238,65.0,0.64374751,32.0,0.60566199,29.0,0.557923081,"[65.0, 0.64374751, 32.0, 0.60566199, 29.0, 0.557923081]",ea76f6e5ae7546b4abbcc7db01d14c21
3239,73.0,1.201208319,50.0,1.15133868,21.0,0.67735917,"[73.0, 1.201208319, 50.0, 1.15133868, 21.0, 0.67735917]",7018c63313994473b3733ff08d9d7fd6
3240,21.0,0.83500004,32.0,0.52650285,28.0,0.43829373,"[21.0, 0.83500004, 32.0, 0.52650285, 28.0, 0.43829373]",cc6060a17cda459ab22179b054fa9d1d
3241,15.0,0.65214664,25.0,0.389888067,91.0,0.32067254,"[15.0, 0.65214664, 25.0, 0.389888067, 91.0, 0.32067254]",d6907111df5e4090986469b30fb49656
3242,74.0,1.379246436,67.0,1.035255448,32.0,1.024351005,"[74.0, 1.3792464359999999, 67.0, 1.035255448, 32.0, 1.0243510050000002]",a5d53a25174e4b8a822ff13bc5aaaa2a
3243,73.0,0.87177041,33.0,0.62242982,0.0,0.16235375,"[73.0, 0.87177041, 33.0, 0.62242982, 0.0, 0.16235375]",6510b5a796104c4fb4850929890670c9
3244,67.0,1.42378294,37.0,0.95618555,68.0,0.81909015,"[67.0, 1.42378294, 37.0, 0.9561855499999999, 68.0, 0.8190901500000001]",3acdc39164aa493ba72c90fade4425ed
3245,32.0,1.15518206,19.0,0.51056916,40.0,0.34945965,"[32.0, 1.15518206, 19.0, 0.51056916, 40.0, 0.34945965]",63bb044d9001467cb1d10f5107c5b931
3246,35.0,0.856662076,73.0,0.820459504,50.0,0.655173942,"[35.0, 0.856662076, 73.0, 0.820459504, 50.0, 0.655173942]",cdc48d26d62049a0b99d73fa4f75245a
3247,54.0,4.248712029,68.0,4.232769519,79.0,1.695103165,"[54.0, 4.248712029, 68.0, 4.232769519, 79.0, 1.6951031649999997]",8aa7ba4c38aa4a2e88872c1fdad7d068
3248,67.0,0.679693746,35.0,0.568014229,80.0,0.420476683,"[67.0, 0.679693746, 35.0, 0.568014229, 80.0, 0.420476683]",04232f5addad44b686d6676119ad04e8
3249,11.0,0.19956459,85.0,0.12065241,54.0,0.10179286,"[11.0, 0.19956459, 85.0, 0.12065241, 54.0, 0.10179286]",f3be7176d09a4405ae3efe9b8c38b94e
3250,95.0,0.2804352,32.0,0.25704291,19.0,0.22744206,"[95.0, 0.2804352, 32.0, 0.25704291, 19.0, 0.22744206]",1aaf528b35d94126bc3e63ab4d39484a
3251,22.0,0.65209317,76.0,0.39186472,90.0,0.34087726,"[22.0, 0.65209317, 76.0, 0.39186472, 90.0, 0.34087726]",38d6ae4a86574e5782ec2eb9b1f89390
3252,32.0,1.05661914,80.0,0.80418605,97.0,0.78204505,"[32.0, 1.05661914, 80.0, 0.80418605, 97.0, 0.78204505]",fc48957b8a014dc8b28fd8f3d7786957
3253,59.0,0.806271205,67.0,0.775942236,39.0,0.593959956,"[59.0, 0.806271205, 67.0, 0.775942236, 39.0, 0.5939599560000001]",e798ef62c6974392b037e93acdfb5aa4
3254,65.0,1.643657934,15.0,1.329991444,29.0,1.259715109,"[65.0, 1.643657934, 15.0, 1.329991444, 29.0, 1.259715109]",30b1ef88592643dba57c33e4626684c8
3255,47.0,0.60900348,21.0,0.46855333,66.0,0.28284894,"[47.0, 0.60900348, 21.0, 0.46855333, 66.0, 0.28284894]",f8b7f558ed144a84976d866e246b7ea6
3256,50.0,0.64997709,72.0,0.245956238,98.0,0.23638643,"[50.0, 0.64997709, 72.0, 0.245956238, 98.0, 0.23638643]",ff463fd04d644058a5009ba506724cd5
3257,19.0,0.37482744,73.0,0.29412118,50.0,0.068882518,"[19.0, 0.37482744, 73.0, 0.29412118, 50.0, 0.068882518]",75a5710369f54bb295035daf3b64d3dd
3258,14.0,0.83500004,17.0,0.58664525,70.0,0.15765603,"[14.0, 0.83500004, 17.0, 0.58664525, 70.0, 0.15765603]",26e5d6fe5f364e829c5838479d5fac82
3259,55.0,0.83500004,-1.0,-1.0,-1.0,-1.0,"[55.0, 0.83500004, -1, -1, -1, -1]",e032e91f1dc34357bdf4c4b65681400b
3260,67.0,1.69894826,73.0,1.309873551,33.0,1.26246768,"[67.0, 1.6989482599999999, 73.0, 1.309873551, 33.0, 1.26246768]",0d545d2c654444f593d4e6bcf33004ac
3261,87.0,0.28553179,54.0,0.25669506,16.0,0.214657073,"[87.0, 0.28553179, 54.0, 0.25669506, 16.0, 0.214657073]",c24c29c966e1431bbaa36bc900457cc2
3262,54.0,2.28132064,94.0,0.6520927,80.0,0.33105066,"[54.0, 2.28132064, 94.0, 0.6520927, 80.0, 0.33105066]",8b1db6916f1441908fd60a4b63d23ae6
3263,25.0,0.2648046,80.0,0.23724183,32.0,0.22800882,"[25.0, 0.2648046, 80.0, 0.23724183, 32.0, 0.22800882]",2f5b50fdd40b46bf97204dca69258010
3264,41.0,0.44449708,72.0,0.34224206,42.0,0.054920889,"[41.0, 0.44449708, 72.0, 0.34224206, 42.0, 0.054920889]",22f6af092f064feab94d8ea37becfdb9
3265,1.0,0.81058185,35.0,0.4724972,10.0,0.17193618,"[1.0, 0.8105818499999999, 35.0, 0.4724972, 10.0, 0.17193618]",e8ced5223f0144e699d3f5672d1088ee
3266,96.0,1.84600001,38.0,0.84018499,39.0,0.80200005,"[96.0, 1.84600001, 38.0, 0.84018499, 39.0, 0.80200005]",c3f5d1b1659444dd9bb8f4456ef7169f
3267,26.0,0.505,-1.0,-1.0,-1.0,-1.0,"[26.0, 0.505, -1, -1, -1, -1]",bb87b4d2907041b6834925b12c778a12
3268,45.0,1.0112778,89.0,0.56052351,97.0,0.47609973,"[45.0, 1.0112778, 89.0, 0.56052351, 97.0, 0.47609973]",d135a097311647a6a3afcd3713daa2a3
3269,91.0,0.70994347,43.0,0.54655248,29.0,0.383421886,"[91.0, 0.70994347, 43.0, 0.54655248, 29.0, 0.38342188600000005]",469511d445a54bde93e944da3dbd7a9d
3270,93.0,0.75583935,94.0,0.66404659,63.0,0.44718361,"[93.0, 0.75583935, 94.0, 0.66404659, 63.0, 0.44718361]",b8bdbf0566b444fe9658d0f460c93f05
3271,21.0,0.68803912,17.0,0.63473465,96.0,0.50293338,"[21.0, 0.68803912, 17.0, 0.63473465, 96.0, 0.50293338]",cf3da460d48949f981c41547b36a3a5c
3272,56.0,0.83500004,-1.0,-1.0,-1.0,-1.0,"[56.0, 0.83500004, -1, -1, -1, -1]",df0b6c5d41554412ad9383d7069a8e2a
3273,19.0,0.33636788,43.0,0.26625258,0.0,0.21036665,"[19.0, 0.33636788, 43.0, 0.26625258, 0.0, 0.21036665]",a6e13b6cf3e14e80a2802d71cb98e3df
3274,18.0,1.2970387,21.0,0.51354891,11.0,0.28017288,"[18.0, 1.2970387, 21.0, 0.51354891, 11.0, 0.28017288]",b6d1e25589704b44bd058f707fb1fa18
3275,41.0,0.728184983,51.0,0.67000002,29.0,0.31140575,"[41.0, 0.728184983, 51.0, 0.67000002, 29.0, 0.31140575]",53cc3cf509194a78b142186502579e43
3276,15.0,0.48049604,39.0,0.33722325,20.0,0.25195741,"[15.0, 0.48049604, 39.0, 0.33722325, 20.0, 0.25195741]",83acf844075e48e69260c1cfb99d39f2
3277,11.0,0.27903262,73.0,0.24255542,47.0,0.14057283,"[11.0, 0.27903262, 73.0, 0.24255542, 47.0, 0.14057283]",42ecc516eb3348d1a361d05737b05599
3278,29.0,0.68460631,32.0,0.11724363,98.0,0.092676848,"[29.0, 0.68460631, 32.0, 0.11724363, 98.0, 0.092676848]",a9dc1ee19a304cee9ef0a080779403df
3279,21.0,1.53395632,29.0,1.522831622,97.0,1.33922399,"[21.0, 1.53395632, 29.0, 1.522831622, 97.0, 1.33922399]",67803efcf6a94b53bfeb21ce8050d742
3280,26.0,0.81533414,47.0,0.62312186,80.0,0.43783888,"[26.0, 0.81533414, 47.0, 0.62312186, 80.0, 0.43783888]",42add6be3258493fa85f0efd0ea25950
3281,32.0,0.50020909,21.0,0.46755838,18.0,0.303325141,"[32.0, 0.50020909, 21.0, 0.46755838, 18.0, 0.303325141]",aabab3ef40c4423bb6934fea9935ac36
3282,43.0,0.48151502,41.0,0.23671794,59.0,0.12010041,"[43.0, 0.48151502, 41.0, 0.23671794, 59.0, 0.12010041]",cd00b12ecbca401b8b861da2ad6932b6
3283,11.0,0.36522755,41.0,0.33663872,75.0,0.18606257,"[11.0, 0.36522755, 41.0, 0.33663872, 75.0, 0.18606257]",3519aba6c61a41019dfe8a4db1e0e3c1
3284,19.0,0.517787744,54.0,0.47673841,74.0,0.35023317,"[19.0, 0.517787744, 54.0, 0.47673841, 74.0, 0.35023317]",a8174c9bd0d04fcda93d3629dfb5a570
3285,32.0,1.966031713,3.0,1.642369268,25.0,0.809038767,"[32.0, 1.966031713, 3.0, 1.642369268, 25.0, 0.8090387669999999]",1f52a53f782c46298b933a5f70d28f67
3286,69.0,0.43614361,11.0,0.41537118,47.0,0.311153414,"[69.0, 0.43614361, 11.0, 0.41537118, 47.0, 0.31115341399999996]",b52b35d2e9074a5c9d8c98cf210294f5
3287,3.0,0.71042126,97.0,0.62824971,50.0,0.5280236,"[3.0, 0.71042126, 97.0, 0.62824971, 50.0, 0.5280236]",be2f1d8611ab4717b4cbb0e2b5ee4c9b
3288,25.0,0.62786859,97.0,0.3748908,24.0,0.33273637,"[25.0, 0.62786859, 97.0, 0.3748908, 24.0, 0.33273637]",480a19a695fc4b418058ee49d010eaaa
3289,67.0,4.078652455,15.0,2.628050564,35.0,2.622795605,"[67.0, 4.078652454999999, 15.0, 2.628050564, 35.0, 2.6227956050000003]",b74860355dcb4cd7a24efc7e16427589
3290,67.0,1.56578928,13.0,1.50500006,43.0,1.42176153,"[67.0, 1.56578928, 13.0, 1.50500006, 43.0, 1.4217615300000002]",d48d9e6c7966475fb93473afdc3637cc
3291,54.0,2.19259464,80.0,2.02748248,38.0,1.13277817,"[54.0, 2.1925946400000003, 80.0, 2.02748248, 38.0, 1.13277817]",ec334dce8bcf4a578d723e6447cc9999
3292,33.0,3.604404764,80.0,3.202554575,54.0,2.651043534,"[33.0, 3.6044047640000003, 80.0, 3.202554575, 54.0, 2.6510435340000003]",9b2764462aee4fd7b615dc79aa77855a
3293,40.0,2.289098649,35.0,1.070755167,25.0,0.594540391,"[40.0, 2.289098649, 35.0, 1.070755167, 25.0, 0.594540391]",9faca17f8c834be38da9ecabba2ff1bd
3294,67.0,3.110181046,80.0,2.512380376,54.0,2.432283266,"[67.0, 3.1101810459999997, 80.0, 2.512380376, 54.0, 2.432283266]",502b34058b0945629688f665a11ff821
3295,50.0,3.689439398,54.0,2.291606191,18.0,1.997390458,"[50.0, 3.6894393979999998, 54.0, 2.291606191, 18.0, 1.997390458]",d7b49abd3c014c9c8226d13eb15e2b75
3296,67.0,2.157123908,38.0,1.62087891,55.0,1.092326189,"[67.0, 2.157123908, 38.0, 1.62087891, 55.0, 1.092326189]",c6763ea3ac384a25aafb74d3f7218284
3297,5.0,0.80200005,18.0,0.4643403,10.0,0.15018642,"[5.0, 0.80200005, 18.0, 0.4643403, 10.0, 0.15018642]",8aeaa4a24c96443684cfbe7ddbba1ea1
3298,67.0,2.332087153,54.0,1.924741218,15.0,1.816022747,"[67.0, 2.332087153, 54.0, 1.9247412179999999, 15.0, 1.8160227469999999]",a3f6d682096743b2b88e7d3540f3dcff
3299,97.0,0.3467724,10.0,0.20752485,49.0,0.16963303,"[97.0, 0.3467724, 10.0, 0.20752485, 49.0, 0.16963303]",d8a259f333964122862e0d931af8aa45
3300,32.0,0.38557994,93.0,0.33324328,23.0,0.12268522,"[32.0, 0.38557994, 93.0, 0.33324328, 23.0, 0.12268522]",f20346fe357c427995078ab051a7d4e7
3301,73.0,0.23042597,94.0,0.13660474,25.0,0.10848585,"[73.0, 0.23042597, 94.0, 0.13660474, 25.0, 0.10848585]",8fc2dc99f190460488726e5cd5c4e458
3302,29.0,0.5148772,18.0,0.44251409,2.0,0.35113117,"[29.0, 0.5148772, 18.0, 0.44251409, 2.0, 0.35113117]",7158ed44238845c5aeb3911d1a48604b
3303,14.0,0.64231575,28.0,0.13733257,59.0,0.12360887,"[14.0, 0.64231575, 28.0, 0.13733257, 59.0, 0.12360887]",0c5c71b3dff44e89a2f9f2fa36889958
3304,37.0,0.80343825,25.0,0.56718785,41.0,0.32432339,"[37.0, 0.80343825, 25.0, 0.56718785, 41.0, 0.32432339]",ef08f38a942742199a9ac39a484acb2f
3305,29.0,1.07903346,98.0,0.71643043,79.0,0.38607875,"[29.0, 1.07903346, 98.0, 0.71643043, 79.0, 0.38607875]",592fee329e344bb3ae973925cf531a2b
3306,19.0,0.60392159,88.0,0.14229423,32.0,0.118893,"[19.0, 0.60392159, 88.0, 0.14229423, 32.0, 0.118893]",c09ee581712d45308100669c5fab7a8b
3307,25.0,0.31497264,75.0,0.26464513,53.0,0.19126433,"[25.0, 0.31497264, 75.0, 0.26464513, 53.0, 0.19126433]",9be117a6ecbf477986c3478cdecb6e88
3308,52.0,0.650188048,87.0,0.47027096,73.0,0.46502709,"[52.0, 0.650188048, 87.0, 0.47027096, 73.0, 0.46502709]",1f48faa332a34eee9f095720fedb6bd7
3309,55.0,1.36130196,88.0,0.91529423,97.0,0.65465176,"[55.0, 1.36130196, 88.0, 0.91529423, 97.0, 0.65465176]",35dd5ef6c7fd43188a001e9acabdf948
3310,99.0,0.93400002,92.0,0.57799584,56.0,0.19780131,"[99.0, 0.93400002, 92.0, 0.57799584, 56.0, 0.19780131]",e80dfbd1b3ff4d398d94d991a4480901
3311,49.0,0.33713797,18.0,0.26138338,23.0,0.19782212,"[49.0, 0.33713797, 18.0, 0.26138338, 23.0, 0.19782212]",cb25ffb4b4c04850909ac69f8a453351
3312,54.0,0.9398601,33.0,0.35698729,5.0,0.23988876,"[54.0, 0.9398601, 33.0, 0.35698728999999996, 5.0, 0.23988876]",2ca76782e183443fbdff60d5f63652df
3313,54.0,1.40500987,79.0,0.77663365,67.0,0.32049567,"[54.0, 1.40500987, 79.0, 0.77663365, 67.0, 0.32049567]",7f0285f3e1f64b61a34b067955cc080e
3314,59.0,0.83919221,86.0,0.23086323,85.0,0.15071957,"[59.0, 0.83919221, 86.0, 0.23086323, 85.0, 0.15071957]",eb216845bb61466eb9a4bb430d258bf9
3315,73.0,0.67138243,11.0,0.12791674,51.0,0.08295282,"[73.0, 0.67138243, 11.0, 0.12791674, 51.0, 0.08295282]",a6b0200d1b0e4357997028b558db0ab5
3316,61.0,0.51870394,49.0,0.20470653,72.0,0.14734273,"[61.0, 0.51870394, 49.0, 0.20470653, 72.0, 0.14734273]",de542236d7c24e87bb39aab45999be11
3317,76.0,0.923619912,66.0,0.26598936,49.0,0.25610054,"[76.0, 0.923619912, 66.0, 0.26598936, 49.0, 0.25610054]",4209dd440af14773844a14ab561bc77d
3318,51.0,0.60037933,29.0,0.57257217,66.0,0.37111565,"[51.0, 0.60037933, 29.0, 0.57257217, 66.0, 0.37111565]",080f0a6004f14d21a323fd3134caa278
3319,54.0,0.424461924,50.0,0.33670027,21.0,0.25444868,"[54.0, 0.424461924, 50.0, 0.33670027, 21.0, 0.25444868]",5219d412f23f480b81908bf34f906407
3320,32.0,3.258394273,18.0,1.307396186,19.0,1.3025313,"[32.0, 3.258394273, 18.0, 1.307396186, 19.0, 1.3025313]",fbfffdeaa5b24cacb0a93a00f93dd54e
3321,15.0,3.416515967,19.0,2.972874959,73.0,2.72614963,"[15.0, 3.416515966999999, 19.0, 2.972874959, 73.0, 2.72614963]",5f95b0ac821e4e8e9b4fa9fc8eb9ff61
3322,21.0,0.87652391,91.0,0.79595226,50.0,0.64959872,"[21.0, 0.87652391, 91.0, 0.79595226, 50.0, 0.64959872]",863da3dcf174448c8b045e72577ce5ae
3323,67.0,1.28073412,72.0,0.80200005,56.0,0.65126628,"[67.0, 1.28073412, 72.0, 0.80200005, 56.0, 0.65126628]",8e133ce071ad4759806427ef523d7eaa
3324,54.0,1.58466394,32.0,1.09323934,35.0,0.93812501,"[54.0, 1.58466394, 32.0, 1.0932393399999998, 35.0, 0.93812501]",16a8fb1d4af34b95bdcf9babb20863ba
3325,54.0,1.61107147,45.0,0.5547666,52.0,0.1491069,"[54.0, 1.61107147, 45.0, 0.5547666, 52.0, 0.1491069]",989eb1947f94498ab0e08d8685b4cb8e
3326,58.0,0.36938661,25.0,0.23721054,65.0,0.14159945,"[58.0, 0.36938661, 25.0, 0.23721054, 65.0, 0.14159945]",8cdabf5ef55549e3b73af9a4ec18f40e
3327,37.0,1.06091785,50.0,0.97153553,33.0,0.598262768,"[37.0, 1.06091785, 50.0, 0.97153553, 33.0, 0.598262768]",1f509237fdeb4f33bcd72cc0aa73ff02
3328,18.0,0.739236782,90.0,0.52574891,95.0,0.50670147,"[18.0, 0.739236782, 90.0, 0.52574891, 95.0, 0.50670147]",bbcdcd790f8d486987535a5c5b362e9e
3329,72.0,0.28311428,29.0,0.15073067,48.0,0.14760864,"[72.0, 0.28311428, 29.0, 0.15073067, 48.0, 0.14760864]",cf52b1cc8ace4ce6bfd92f0148cd50e4
3330,87.0,0.62450337,14.0,0.59307241,53.0,0.34049666,"[87.0, 0.62450337, 14.0, 0.59307241, 53.0, 0.34049666]",fdaab413131340cdaf45d17e8e6e80f2
3331,65.0,1.07009807,94.0,0.37085348,82.0,0.36804566,"[65.0, 1.07009807, 94.0, 0.37085348, 82.0, 0.36804566]",ebbed79ab128469c8eba7f29b52a3837
3332,15.0,2.95861217,49.0,1.935798261,41.0,1.502110561,"[15.0, 2.95861217, 49.0, 1.935798261, 41.0, 1.502110561]",a6009911b9cc4d09a19d885a95947e6d
3333,0.0,0.85857147,32.0,0.67000002,19.0,0.6218428,"[0.0, 0.85857147, 32.0, 0.67000002, 19.0, 0.6218428]",c226971ff3c6406c9a30c12328a4fd22
3334,0.0,2.809840703,35.0,2.097212542,15.0,1.650452854,"[0.0, 2.809840703, 35.0, 2.097212542, 15.0, 1.6504528539999999]",b037355697ed40e687368bb233060e50
3335,54.0,3.128453824,80.0,1.899775313,25.0,1.829524513,"[54.0, 3.128453824, 80.0, 1.899775313, 25.0, 1.8295245130000002]",a7a8e9fc6f0849dab3d825c39b22262b
3336,54.0,2.12133278,80.0,1.07203515,36.0,0.921143939,"[54.0, 2.12133278, 80.0, 1.07203515, 36.0, 0.921143939]",092a9fe9883848a8b6126d4bb1c67918
3337,98.0,1.4249748,85.0,1.289066712,74.0,1.186414,"[98.0, 1.4249748000000002, 85.0, 1.289066712, 74.0, 1.186414]",a3e00e21e58b4fd1ae15b3a3ad7f080e
3338,50.0,1.85292655,65.0,1.4666856,80.0,1.00339031,"[50.0, 1.8529265499999998, 65.0, 1.4666856, 80.0, 1.00339031]",fd1cead1d5be4cb79ca121066d64fe03
3339,58.0,2.14230878,18.0,2.05187664,71.0,1.74962002,"[58.0, 2.14230878, 18.0, 2.05187664, 71.0, 1.74962002]",02a07ffcca1c4217af53f2a8e0778218
3340,80.0,1.71313015,73.0,1.46551073,94.0,1.15540445,"[80.0, 1.71313015, 73.0, 1.46551073, 94.0, 1.15540445]",a8d48ad29465479bbeb7f19ee3b77d1a
3341,29.0,1.380822643,73.0,1.24580878,47.0,1.22763652,"[29.0, 1.3808226430000001, 73.0, 1.24580878, 47.0, 1.22763652]",7e8619d1db97410ba751ac10a02e8c41
3342,84.0,1.520272367,67.0,1.39401012,15.0,1.14184964,"[84.0, 1.520272367, 67.0, 1.3940101200000001, 15.0, 1.14184964]",7fe2d60a2a5a4914b228af891170f653
3343,38.0,2.99591339,72.0,1.411182,4.0,1.16991686,"[38.0, 2.99591339, 72.0, 1.411182, 4.0, 1.1699168599999998]",2d32a15fcf184dc48fa1ca3bd998201a
3344,33.0,1.897822729,54.0,1.53173664,6.0,1.20222312,"[33.0, 1.897822729, 54.0, 1.5317366399999999, 6.0, 1.20222312]",8147e4d83ebc47b689901dc534981de8
3345,39.0,0.55930275,58.0,0.25082704,92.0,0.10168839,"[39.0, 0.55930275, 58.0, 0.25082704, 92.0, 0.10168839]",9bc6cd35279c402ba21f3dd109866457
3346,35.0,1.6343798,67.0,0.5752606,32.0,0.28477466,"[35.0, 1.6343798, 67.0, 0.5752606, 32.0, 0.28477466]",a4c5ca00f14c4f4f91900b31c529195b
3347,38.0,0.79992975,40.0,0.645477,30.0,0.28002098,"[38.0, 0.79992975, 40.0, 0.645477, 30.0, 0.28002098]",9f308c73d9ce4a7fb1f4073708d3dfe0
3348,19.0,0.65264124,96.0,0.47072464,27.0,0.222937607,"[19.0, 0.65264124, 96.0, 0.47072464, 27.0, 0.222937607]",dda960f497a14acf8b93932e4acbbac6
3349,50.0,1.950418518,3.0,1.21293884,18.0,1.14424571,"[50.0, 1.950418518, 3.0, 1.21293884, 18.0, 1.14424571]",b39a1ae35f744177b128e44be10791dc
3350,53.0,0.58213967,19.0,0.48717085,43.0,0.35882697,"[53.0, 0.58213967, 19.0, 0.48717085, 43.0, 0.35882697]",bbb4bc53b8dd4e5f9036f91fcbaad507
3351,0.0,0.445516719,91.0,0.3563931,86.0,0.347049639,"[0.0, 0.445516719, 91.0, 0.3563931, 86.0, 0.34704963899999997]",d5491d5b3b7241b79f8d71e8d0aba5a9
3352,93.0,1.62815447,75.0,1.3072458,80.0,1.128837107,"[93.0, 1.62815447, 75.0, 1.3072457999999998, 80.0, 1.128837107]",dee679e3833148c5a5e2bf30d84a19b8
3353,80.0,1.104247365,29.0,1.055388988,19.0,1.039776165,"[80.0, 1.104247365, 29.0, 1.055388988, 19.0, 1.039776165]",5525f642a56e4c6ca01e027e58ed677a
3354,54.0,0.685396388,63.0,0.48884979,91.0,0.38286823,"[54.0, 0.6853963879999999, 63.0, 0.48884979, 91.0, 0.38286823]",43d2c112e15c46eca8bbe34f5e9eabc4
3355,97.0,0.53383529,98.0,0.45865244,23.0,0.236035075,"[97.0, 0.53383529, 98.0, 0.45865244, 23.0, 0.236035075]",104e3676aa4541dbbef796e98e4e08f4
3356,39.0,0.22891662,75.0,0.21434651,61.0,0.11163916,"[39.0, 0.22891662, 75.0, 0.21434651, 61.0, 0.11163916]",e3d524c42dfd4259b703c9ebd1df3947
3357,94.0,0.67328274,84.0,0.34742785,35.0,0.32253456,"[94.0, 0.67328274, 84.0, 0.34742785, 35.0, 0.32253456]",d98dc9ba9e2443ed882f9db3219b469e
3358,5.0,1.15521624,59.0,0.98748406,67.0,0.902368986,"[5.0, 1.1552162400000001, 59.0, 0.9874840600000001, 67.0, 0.9023689859999999]",8c8fa1821cf242a7a609cae0780e6c74
3359,49.0,0.858156566,56.0,0.83500004,97.0,0.810074347,"[49.0, 0.858156566, 56.0, 0.83500004, 97.0, 0.8100743469999999]",c523a6754f73446a898b3f066ca5f899
3360,23.0,14.253748755,25.0,11.0074502,67.0,2.773656719,"[23.0, 14.253748755000002, 25.0, 11.0074502, 67.0, 2.773656719]",a321c16494714ee9964a24c5a66b9b33
3361,43.0,0.30224168,49.0,0.28553069,47.0,0.27967983,"[43.0, 0.30224168, 49.0, 0.28553069, 47.0, 0.27967983]",994f12d3776a4e45a34896f5b69bb0f2
3362,96.0,0.88999999,73.0,0.43710601,80.0,0.23622732,"[96.0, 0.88999999, 73.0, 0.43710601, 80.0, 0.23622732]",8367c1b97e544393b7315f8c5e97687b
3363,2.0,0.47473079,4.0,0.18233575,80.0,0.13813657,"[2.0, 0.47473079, 4.0, 0.18233575, 80.0, 0.13813657]",70c530ea0de34eaaa46fcfcd101fbe62
3364,18.0,0.68046445,73.0,0.53645343,79.0,0.52949661,"[18.0, 0.68046445, 73.0, 0.53645343, 79.0, 0.52949661]",5b8748f4bb9846d1b1e9d96fbf4c6389
3365,19.0,0.89502519,54.0,0.57659692,11.0,0.19841293,"[19.0, 0.89502519, 54.0, 0.57659692, 11.0, 0.19841293]",9c09dc52455b48ac81ae85c95b941fd1
3366,50.0,0.56889921,11.0,0.404718,54.0,0.34160787,"[50.0, 0.56889921, 11.0, 0.40471799999999997, 54.0, 0.34160787]",837d8ca80cbb4c63881d16f92a691c25
3367,25.0,0.65121093,67.0,0.63858559,16.0,0.482277196,"[25.0, 0.65121093, 67.0, 0.6385855899999999, 16.0, 0.482277196]",668fcd23f6944bdd816d636d777ed7a9
3368,19.0,0.730654,77.0,0.33791217,76.0,0.33229735,"[19.0, 0.730654, 77.0, 0.33791217, 76.0, 0.33229735]",75e57378a7cb4d24a20933d37b4c2292
3369,91.0,0.92750103,90.0,0.69949722,60.0,0.41308382,"[91.0, 0.9275010300000001, 90.0, 0.69949722, 60.0, 0.41308382]",24b4c413a446407f82d005a5ffaea929
3370,6.0,1.01685695,32.0,0.90100002,5.0,0.83500004,"[6.0, 1.01685695, 32.0, 0.90100002, 5.0, 0.83500004]",909efc141ad34172b7b5057b8db2d3ce
3371,50.0,0.64362311,89.0,0.33246014,49.0,0.22186832,"[50.0, 0.64362311, 89.0, 0.33246014, 49.0, 0.22186832]",b7aa9fc8b76a48e5bf68fc811dc17845
3372,67.0,0.965424078,73.0,0.87313254,15.0,0.667261142,"[67.0, 0.965424078, 73.0, 0.8731325400000001, 15.0, 0.6672611420000001]",3a52cca369ab46e9a7ecccba23d67949
3373,43.0,0.45928562,29.0,0.31759146,65.0,0.31411359,"[43.0, 0.45928562, 29.0, 0.31759146, 65.0, 0.31411359]",8e86d1eeddf5432ebb01c81fb6a1eb05
3374,95.0,0.54167444,38.0,0.23266721,18.0,0.13747655,"[95.0, 0.54167444, 38.0, 0.23266721, 18.0, 0.13747655]",f41e4b22ebec489d84f3e241703d096e
3375,11.0,0.71692961,23.0,0.6706323,44.0,0.188958,"[11.0, 0.71692961, 23.0, 0.6706323, 44.0, 0.188958]",baa83440b63d43b1bc6b28834ff2bcd8
3376,50.0,1.18967303,15.0,0.713844798,41.0,0.64485252,"[50.0, 1.18967303, 15.0, 0.713844798, 41.0, 0.64485252]",286b35050a2e424f86d1a2c50aa9b595
3377,15.0,1.04818034,6.0,0.75334573,67.0,0.55054432,"[15.0, 1.04818034, 6.0, 0.7533457299999999, 67.0, 0.55054432]",7e252e81ed364c88ad68f419d4555442
3378,32.0,0.35611102,5.0,0.18096054,67.0,0.13447572,"[32.0, 0.35611102, 5.0, 0.18096054, 67.0, 0.13447572]",c698d7a48de94941b45f274af86349e1
3379,2.0,0.4807111,18.0,0.23810212,3.0,0.21743153,"[2.0, 0.4807111, 18.0, 0.23810212, 3.0, 0.21743153]",792504ae74b54a4ca21c0ad94331a3f8
